areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
nation,Wales,W92000004,24/11/2020,595,73828
nation,Wales,W92000004,23/11/2020,892,73233
nation,Wales,W92000004,22/11/2020,808,72341
nation,Wales,W92000004,21/11/2020,1016,71533
nation,Wales,W92000004,20/11/2020,1020,70517
nation,Wales,W92000004,19/11/2020,1048,69497
nation,Wales,W92000004,18/11/2020,638,68449
nation,Wales,W92000004,17/11/2020,705,67811
nation,Wales,W92000004,16/11/2020,892,67106
nation,Wales,W92000004,15/11/2020,1333,66214
nation,Wales,W92000004,14/11/2020,933,64881
nation,Wales,W92000004,13/11/2020,797,63948
nation,Wales,W92000004,12/11/2020,867,63151
nation,Wales,W92000004,11/11/2020,928,62284
nation,Wales,W92000004,10/11/2020,444,61356
nation,Wales,W92000004,09/11/2020,931,60912
nation,Wales,W92000004,08/11/2020,744,59981
nation,Wales,W92000004,07/11/2020,958,59237
nation,Wales,W92000004,06/11/2020,1352,58279
nation,Wales,W92000004,05/11/2020,1272,56927
nation,Wales,W92000004,04/11/2020,1202,55658
nation,Wales,W92000004,03/11/2020,1119,54456
nation,Wales,W92000004,02/11/2020,1646,53337
nation,Wales,W92000004,01/11/2020,819,51691
nation,Wales,W92000004,31/10/2020,1301,50872
nation,Wales,W92000004,30/10/2020,1737,49571
nation,Wales,W92000004,29/10/2020,1375,47834
nation,Wales,W92000004,28/10/2020,1414,46459
nation,Wales,W92000004,27/10/2020,1207,45046
nation,Wales,W92000004,26/10/2020,1158,43839
nation,Wales,W92000004,25/10/2020,1104,42681
nation,Wales,W92000004,24/10/2020,1324,41577
nation,Wales,W92000004,23/10/2020,761,40253
nation,Wales,W92000004,22/10/2020,1134,39491
nation,Wales,W92000004,21/10/2020,962,38361
nation,Wales,W92000004,20/10/2020,1148,37400
nation,Wales,W92000004,19/10/2020,626,36253
nation,Wales,W92000004,18/10/2020,950,35628
nation,Wales,W92000004,17/10/2020,674,34679
nation,Wales,W92000004,16/10/2020,979,34005
nation,Wales,W92000004,15/10/2020,727,33041
nation,Wales,W92000004,14/10/2020,946,32316
nation,Wales,W92000004,13/10/2020,764,31370
nation,Wales,W92000004,12/10/2020,487,30608
nation,Wales,W92000004,11/10/2020,467,30121
nation,Wales,W92000004,10/10/2020,627,29654
nation,Wales,W92000004,09/10/2020,766,29028
nation,Wales,W92000004,08/10/2020,638,28262
nation,Wales,W92000004,07/10/2020,752,27624
nation,Wales,W92000004,06/10/2020,425,26872
nation,Wales,W92000004,05/10/2020,596,26447
nation,Wales,W92000004,04/10/2020,432,25852
nation,Wales,W92000004,03/10/2020,576,25420
nation,Wales,W92000004,02/10/2020,462,24845
nation,Wales,W92000004,01/10/2020,398,24383
nation,Wales,W92000004,30/09/2020,388,23985
nation,Wales,W92000004,29/09/2020,366,23597
nation,Wales,W92000004,28/09/2020,286,23231
nation,Wales,W92000004,27/09/2020,362,22945
nation,Wales,W92000004,26/09/2020,370,22584
nation,Wales,W92000004,25/09/2020,320,22215
nation,Wales,W92000004,24/09/2020,348,21896
nation,Wales,W92000004,23/09/2020,389,21548
nation,Wales,W92000004,22/09/2020,281,21159
nation,Wales,W92000004,21/09/2020,234,20878
nation,Wales,W92000004,20/09/2020,199,20644
nation,Wales,W92000004,19/09/2020,212,20445
nation,Wales,W92000004,18/09/2020,185,20233
nation,Wales,W92000004,17/09/2020,168,20048
nation,Wales,W92000004,16/09/2020,199,19880
nation,Wales,W92000004,15/09/2020,110,19681
nation,Wales,W92000004,14/09/2020,183,19573
nation,Wales,W92000004,13/09/2020,162,19390
nation,Wales,W92000004,12/09/2020,164,19228
nation,Wales,W92000004,11/09/2020,133,19064
nation,Wales,W92000004,10/09/2020,102,18931
nation,Wales,W92000004,09/09/2020,165,18829
nation,Wales,W92000004,08/09/2020,150,18664
nation,Wales,W92000004,07/09/2020,133,18514
nation,Wales,W92000004,06/09/2020,98,18381
nation,Wales,W92000004,05/09/2020,77,18283
nation,Wales,W92000004,04/09/2020,51,18206
nation,Wales,W92000004,03/09/2020,50,18155
nation,Wales,W92000004,02/09/2020,42,18105
nation,Wales,W92000004,01/09/2020,51,18063
nation,Wales,W92000004,31/08/2020,39,18012
nation,Wales,W92000004,30/08/2020,56,17973
nation,Wales,W92000004,29/08/2020,40,17917
nation,Wales,W92000004,28/08/2020,34,17877
nation,Wales,W92000004,27/08/2020,35,17843
nation,Wales,W92000004,26/08/2020,34,17808
nation,Wales,W92000004,25/08/2020,28,17774
nation,Wales,W92000004,24/08/2020,19,17746
nation,Wales,W92000004,23/08/2020,20,17727
nation,Wales,W92000004,22/08/2020,34,17707
nation,Wales,W92000004,21/08/2020,34,17673
nation,Wales,W92000004,20/08/2020,19,17639
nation,Wales,W92000004,19/08/2020,21,17620
nation,Wales,W92000004,18/08/2020,24,17599
nation,Wales,W92000004,17/08/2020,14,17575
nation,Wales,W92000004,16/08/2020,18,17561
nation,Wales,W92000004,15/08/2020,27,17543
nation,Wales,W92000004,14/08/2020,18,17516
nation,Wales,W92000004,13/08/2020,15,17499
nation,Wales,W92000004,12/08/2020,8,17484
nation,Wales,W92000004,11/08/2020,13,17476
nation,Wales,W92000004,10/08/2020,12,17463
nation,Wales,W92000004,09/08/2020,26,17451
nation,Wales,W92000004,08/08/2020,19,17425
nation,Wales,W92000004,07/08/2020,17,17406
nation,Wales,W92000004,06/08/2020,15,17389
nation,Wales,W92000004,05/08/2020,14,17374
nation,Wales,W92000004,04/08/2020,22,17361
nation,Wales,W92000004,03/08/2020,24,17339
nation,Wales,W92000004,02/08/2020,37,17315
nation,Wales,W92000004,01/08/2020,21,17279
nation,Wales,W92000004,31/07/2020,26,17258
nation,Wales,W92000004,30/07/2020,9,17232
nation,Wales,W92000004,29/07/2020,32,17223
nation,Wales,W92000004,28/07/2020,21,17191
nation,Wales,W92000004,27/07/2020,45,17170
nation,Wales,W92000004,26/07/2020,22,17125
nation,Wales,W92000004,25/07/2020,30,17105
nation,Wales,W92000004,24/07/2020,45,17075
nation,Wales,W92000004,23/07/2020,43,17030
nation,Wales,W92000004,22/07/2020,22,16987
nation,Wales,W92000004,21/07/2020,22,16965
nation,Wales,W92000004,20/07/2020,15,16943
nation,Wales,W92000004,19/07/2020,31,16928
nation,Wales,W92000004,18/07/2020,10,16897
nation,Wales,W92000004,17/07/2020,16,16887
nation,Wales,W92000004,16/07/2020,18,16871
nation,Wales,W92000004,15/07/2020,18,16854
nation,Wales,W92000004,14/07/2020,21,16836
nation,Wales,W92000004,13/07/2020,11,15973
nation,Wales,W92000004,12/07/2020,16,15962
nation,Wales,W92000004,11/07/2020,7,15946
nation,Wales,W92000004,10/07/2020,10,15939
nation,Wales,W92000004,09/07/2020,16,15929
nation,Wales,W92000004,08/07/2020,13,15913
nation,Wales,W92000004,07/07/2020,2,15900
nation,Wales,W92000004,06/07/2020,8,15898
nation,Wales,W92000004,05/07/2020,15,15890
nation,Wales,W92000004,04/07/2020,34,15875
nation,Wales,W92000004,03/07/2020,26,15841
nation,Wales,W92000004,02/07/2020,41,15815
nation,Wales,W92000004,01/07/2020,32,15775
nation,Wales,W92000004,30/06/2020,26,15743
nation,Wales,W92000004,29/06/2020,116,15717
nation,Wales,W92000004,28/06/2020,25,15602
nation,Wales,W92000004,27/06/2020,46,15577
nation,Wales,W92000004,26/06/2020,65,15531
nation,Wales,W92000004,25/06/2020,125,15466
nation,Wales,W92000004,24/06/2020,47,15341
nation,Wales,W92000004,23/06/2020,51,15295
nation,Wales,W92000004,22/06/2020,71,15197
nation,Wales,W92000004,21/06/2020,100,15126
nation,Wales,W92000004,20/06/2020,25,15026
nation,Wales,W92000004,19/06/2020,31,15001
nation,Wales,W92000004,18/06/2020,48,14970
nation,Wales,W92000004,17/06/2020,53,14922
nation,Wales,W92000004,16/06/2020,65,14869
nation,Wales,W92000004,15/06/2020,62,14804
nation,Wales,W92000004,14/06/2020,39,14742
nation,Wales,W92000004,13/06/2020,45,14703
nation,Wales,W92000004,12/06/2020,77,14658
nation,Wales,W92000004,11/06/2020,63,14581
nation,Wales,W92000004,10/06/2020,38,14518
nation,Wales,W92000004,09/06/2020,42,14480
nation,Wales,W92000004,08/06/2020,42,14438
nation,Wales,W92000004,07/06/2020,40,14396
nation,Wales,W92000004,06/06/2020,42,14356
nation,Wales,W92000004,05/06/2020,76,14314
nation,Wales,W92000004,04/06/2020,35,14238
nation,Wales,W92000004,03/06/2020,82,14203
nation,Wales,W92000004,02/06/2020,67,14121
nation,Wales,W92000004,01/06/2020,59,14054
nation,Wales,W92000004,31/05/2020,82,13995
nation,Wales,W92000004,30/05/2020,86,13913
nation,Wales,W92000004,29/05/2020,102,13827
nation,Wales,W92000004,28/05/2020,72,13725
nation,Wales,W92000004,27/05/2020,97,13653
nation,Wales,W92000004,26/05/2020,141,13556
nation,Wales,W92000004,25/05/2020,106,13415
nation,Wales,W92000004,24/05/2020,140,13309
nation,Wales,W92000004,23/05/2020,185,13169
nation,Wales,W92000004,22/05/2020,138,12984
nation,Wales,W92000004,21/05/2020,166,12846
nation,Wales,W92000004,20/05/2020,110,12680
nation,Wales,W92000004,19/05/2020,166,12570
nation,Wales,W92000004,18/05/2020,101,12404
nation,Wales,W92000004,17/05/2020,162,12304
nation,Wales,W92000004,16/05/2020,183,12142
nation,Wales,W92000004,15/05/2020,126,11960
nation,Wales,W92000004,14/05/2020,128,11834
nation,Wales,W92000004,13/05/2020,133,11706
nation,Wales,W92000004,12/05/2020,105,11573
nation,Wales,W92000004,11/05/2020,124,11468
nation,Wales,W92000004,10/05/2020,223,11344
nation,Wales,W92000004,09/05/2020,118,11121
nation,Wales,W92000004,08/05/2020,152,11003
nation,Wales,W92000004,07/05/2020,87,10851
nation,Wales,W92000004,06/05/2020,95,10764
nation,Wales,W92000004,05/05/2020,145,10669
nation,Wales,W92000004,04/05/2020,195,10524
nation,Wales,W92000004,03/05/2020,174,10329
nation,Wales,W92000004,02/05/2020,183,10155
nation,Wales,W92000004,01/05/2020,160,9972
nation,Wales,W92000004,30/04/2020,183,9812
nation,Wales,W92000004,29/04/2020,117,9629
nation,Wales,W92000004,28/04/2020,232,9512
nation,Wales,W92000004,27/04/2020,203,9280
nation,Wales,W92000004,26/04/2020,178,9078
nation,Wales,W92000004,25/04/2020,299,8900
nation,Wales,W92000004,24/04/2020,243,8601
nation,Wales,W92000004,23/04/2020,234,8358
nation,Wales,W92000004,22/04/2020,274,8124
nation,Wales,W92000004,21/04/2020,304,7850
nation,Wales,W92000004,20/04/2020,276,7546
nation,Wales,W92000004,19/04/2020,334,7270
nation,Wales,W92000004,18/04/2020,292,6936
nation,Wales,W92000004,17/04/2020,244,6645
nation,Wales,W92000004,16/04/2020,284,6401
nation,Wales,W92000004,15/04/2020,272,6118
nation,Wales,W92000004,14/04/2020,238,5848
nation,Wales,W92000004,13/04/2020,313,5610
nation,Wales,W92000004,12/04/2020,367,5297
nation,Wales,W92000004,11/04/2020,340,4930
nation,Wales,W92000004,10/04/2020,502,4591
nation,Wales,W92000004,09/04/2020,16,4089
nation,Wales,W92000004,08/04/2020,283,4073
nation,Wales,W92000004,07/04/2020,291,3790
nation,Wales,W92000004,06/04/2020,302,3499
nation,Wales,W92000004,05/04/2020,344,3197
nation,Wales,W92000004,04/04/2020,387,2853
nation,Wales,W92000004,03/04/2020,345,2466
nation,Wales,W92000004,02/04/2020,284,2121
nation,Wales,W92000004,01/04/2020,274,1837
nation,Wales,W92000004,31/03/2020,112,1563
nation,Wales,W92000004,30/03/2020,210,1451
nation,Wales,W92000004,29/03/2020,148,1241
nation,Wales,W92000004,28/03/2020,172,1093
nation,Wales,W92000004,27/03/2020,180,921
nation,Wales,W92000004,26/03/2020,113,741
nation,Wales,W92000004,25/03/2020,150,628
nation,Wales,W92000004,24/03/2020,60,478
nation,Wales,W92000004,23/03/2020,71,418
nation,Wales,W92000004,22/03/2020,67,347
nation,Wales,W92000004,21/03/2020,89,280
nation,Wales,W92000004,20/03/2020,21,191
nation,Wales,W92000004,19/03/2020,21,170
nation,Wales,W92000004,18/03/2020,13,149
nation,Wales,W92000004,17/03/2020,12,136
nation,Wales,W92000004,16/03/2020,30,124
nation,Wales,W92000004,15/03/2020,34,94
nation,Wales,W92000004,14/03/2020,22,60
nation,Wales,W92000004,13/03/2020,13,38
nation,Wales,W92000004,12/03/2020,10,25
nation,Wales,W92000004,11/03/2020,9,15
nation,Wales,W92000004,10/03/2020,2,6
nation,Wales,W92000004,09/03/2020,2,4
nation,Wales,W92000004,08/03/2020,0,2
nation,Wales,W92000004,07/03/2020,0,2
nation,Wales,W92000004,06/03/2020,0,2
nation,Wales,W92000004,05/03/2020,1,2
nation,Wales,W92000004,04/03/2020,0,1
nation,Wales,W92000004,03/03/2020,0,1
nation,Wales,W92000004,02/03/2020,0,1
nation,Wales,W92000004,01/03/2020,0,1
nation,Wales,W92000004,29/02/2020,0,1
nation,Wales,W92000004,28/02/2020,1,1
